n,8,1
a,3,610
s,6,59
u,3,197
s,2,74
y,3,254
n,9,73
h,3,697
w,4,19
t,2,871
e,4,38
x,2,455
d,6,26
v,2,662
o,9,48
p,5,568
z,3,67
i,5,764
t,3,52
o,5,212
r,8,32
m,4,681
t,5,94
q,4,765
z,8,100
r,4,162
r,3,2
s,4,808
p,9,17
j,7,375
e,2,81
k,7,103
y,2,92
l,7,585
y,7,30
g,6,834
v,6,10
z,6,821
x,4,87
n,6,934
j,6,63
w,9,128
s,3,47
b,9,851
s,4,90
c,9,129
y,5,6
d,8,288
i,3,69
e,8,987
y,2,96
f,8,52
t,3,96
a,8,58
j,2,51
u,8,315
e,5,54
y,8,336
y,9,12
h,8,163
u,3,24
t,2,226
w,7,77
x,2,461
a,6,10
v,2,677
n,6,39
p,5,352
e,6,91
i,5,772
u,8,47
o,5,447
a,2,53
m,4,50
j,2,81
q,4,230
b,5,70
r,4,415
s,2,21
s,4,202
n,4,28
j,7,693
f,3,68
k,7,319
q,3,83
l,7,181
c,5,36
g,6,829
c,3,2
z,6,373
p,6,43
n,6,984
h,7,89
w,9,773
b,3,68
b,9,345
r,8,77
c,9,760
i,4,64
d,8,225
q,2,43
e,8,405
a,6,79
f,8,360
k,6,31
a,8,430
y,2,50
u,8,565
w,7,35
y,8,528
n,5,13
h,8,403
q,2,66
t,2,342
v,4,76
x,2,689
o,6,43
v,2,391
v,3,53
p,5,639
w,5,35
i,5,879
u,9,55
o,5,518
s,7,22
m,4,562
c,5,95
q,4,891
e,5,59
r,4,970
y,7,66
s,4,436
v,4,88
j,7,713
x,8,98
k,7,366
x,9,54
l,7,138
j,8,64
g,6,383
z,6,47
z,6,410
z,5,70
n,6,227
x,5,98
w,9,138
a,4,73
b,9,451
e,5,15
c,9,251
x,3,71
d,8,496
u,3,45
e,8,877
y,8,58
f,8,315
t,8,42
a,8,941
f,6,29
u,8,140
q,9,21
y,8,556
o,3,77
h,8,258
y,4,1
t,2,666
m,2,19
x,2,442
j,2,11
v,2,754
w,6,54
p,5,799
y,3,11
i,5,616
a,5,20
o,5,379
c,7,21
m,4,258
i,9,17
q,4,44
e,8,18
r,4,429
n,8,77
s,4,546
w,9,61
j,7,915
y,8,68
k,7,984
s,9,6
l,7,547
n,8,1
g,6,585
t,7,58
z,6,754
h,5,28
n,6,606
m,9,43
w,9,296
v,5,56
b,9,465
o,7,72
c,9,941
b,2,62
d,8,363
d,8,8
e,8,797
r,4,31
f,8,477
z,7,28
a,8,495
a,7,31
u,8,667
a,4,85
y,8,983
s,9,84
h,8,400
l,9,68
t,2,482
i,4,30
x,2,866
z,3,50
v,2,863
x,4,51
p,5,520
g,6,52
i,5,847
c,3,66
o,5,85
e,5,68
m,4,64
q,8,9
q,4,977
e,8,3
r,4,199
l,9,55
s,4,95
s,7,3
j,7,434
l,8,78
k,7,772
x,6,28
l,7,993
u,6,33
g,6,325
y,4,22
z,6,123
b,2,88
n,6,597
h,2,73
w,9,300
j,2,85
b,9,933
s,3,75
c,9,789
w,3,63
d,8,993
r,8,33
e,8,226
u,9,83
f,8,961
o,5,65
a,8,265
a,8,79
u,8,508
m,3,32
y,8,659
p,3,87
h,8,659
g,5,24
t,2,984
g,7,27
x,2,545
c,8,63
v,2,651
c,5,23
p,5,573
z,6,28
i,5,100
k,6,21
o,5,410
r,9,52
m,4,994
d,4,84
q,4,539
q,9,23
r,4,537
b,9,74
s,4,454
n,7,27
j,7,877
b,3,9
k,7,392
f,3,97
l,7,336
c,3,57
g,6,937
x,4,86
z,6,893
f,2,54
n,6,807
q,7,3
w,9,608
g,2,24
b,9,60
m,8,31
c,9,597
z,6,45
d,8,460
e,6,82
e,8,599
s,8,10
f,8,855
h,9,82
a,8,193
f,9,50
u,8,155
n,6,74
y,8,650
s,6,92
h,8,841
p,2,86
t,2,429
e,2,16
x,2,798
c,7,52
v,2,557
d,6,73
p,5,931
b,2,12
i,5,852
d,9,20
o,5,184
m,6,53
m,4,427
x,7,71
q,4,309
n,5,17
r,4,15
u,7,16
s,4,232
v,8,65
j,7,305
w,5,34
k,7,171
y,9,79
l,7,842
a,5,16
g,6,167
j,5,36
z,6,359
g,7,73
n,6,857
t,9,18
w,9,53
m,5,100
b,9,902
z,9,49
c,9,156
s,3,4
d,8,774
d,7,38
e,8,953
t,5,33
f,8,881
p,9,82
a,8,850
f,2,75
u,8,925
w,5,34
y,8,82
w,6,61
h,8,671
t,7,98
t,2,192
n,5,88
x,2,849
v,5,5
v,2,204
c,2,40
p,5,374
j,8,4
i,5,922
r,4,85
o,5,366
q,2,18
m,4,723
i,6,37
q,4,305
i,7,73
r,4,56
b,3,4
s,4,343
x,9,93
j,7,413
z,4,93
k,7,367
i,5,92
l,7,175
s,9,66
g,6,16
k,2,92
z,6,674
m,8,63
n,6,958
e,8,100
w,9,561
b,5,10
b,9,63
x,2,8
c,9,370
f,4,4
d,8,202
u,7,20
e,8,584
r,2,69
f,8,619
r,6,1
a,8,711
s,4,5
u,8,932
g,9,83
y,8,624
r,7,6
h,8,261
o,6,41
t,2,973
w,6,91
x,2,152
f,5,28
v,2,744
m,3,89
p,5,74
c,7,58
i,5,353
g,2,9
o,5,199
b,7,65
m,4,139
a,3,88
q,4,351
r,5,69
r,4,106
s,9,32
s,4,291
d,5,85
j,7,431
d,7,70
k,7,824
y,6,38
l,7,182
y,6,1
g,6,880
j,6,75
z,6,277
a,7,73
n,6,887
t,8,35
w,9,503
k,4,64
b,9,912
b,5,19
c,9,648
h,9,80
d,8,669
u,6,44
e,8,617
d,7,75
f,8,752
m,7,48
a,8,907
r,5,96
u,8,324
l,4,90
y,8,622
x,6,99
h,8,350
e,8,13
t,2,79
t,3,69
x,2,846
p,5,25
v,2,352
r,9,35
p,5,869
o,8,9
i,5,41
o,2,74
o,5,106
m,2,98
m,4,441
p,3,79
q,4,268
l,7,5
r,4,801
l,9,33
s,4,90
i,5,11
j,7,612
v,4,69
k,7,197
v,3,81
l,7,530
y,5,61
g,6,428
m,4,90
z,6,593
a,9,70
n,6,889
e,2,13
w,9,362
p,9,72
b,9,430
h,3,97
c,9,805
